,Employee ID,Full Name,Start Date,Title,Supervisor,Mail,Business Unit,Employee Status,Job Type,Zone,Contract Type,Termination Type,Department,Division,Date of Birth,State,Job,Gender,Zipcode,RaceDesc,Marital Status,Performance Score,Current Employee Rating
1575,2002,Roberto Rosales,12-Oct-18,Production Technician I,Amanda Garcia,roberto.rosales@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Temporary,Involuntary,Production       , General - Conference,25-05-1990,Massachussets,Laborer,Female,81634,White,Married,Fully Meets,3
1576,2003,Justice Rhodes,13-Apr-20,Production Technician I,Kathleen Hayes,justice.rhodes@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Production       ,Shop (Fleet),01-07-1985,Massachussets,Welder,Female,48650,Other,Married,Fully Meets,3
1577,2004,Adyson Esparza,25-Apr-21,Production Technician I,Michael Austin,adyson.esparza@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unknown,Production       ,Engineers,05-04-2001,Massachussets,Engineer,Female,72181,Other,Divorced,Fully Meets,3
1578,2005,Laci Baird,21-Dec-18,Production Technician I,Glenn Rollins,laci.baird@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Production       ,Splicing,09-03-1947,Massachussets,Laborer,Female,53844,Asian,Widowed,Fully Meets,3
1579,2006,Samson Meza,19-Sep-21,Production Technician I,Renee Valentine,samson.meza@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unknown,Production       ,Executive,23-10-1973,Massachussets,Chief Operating Officer,Male,72825,Other,Married,Fully Meets,3
1580,2007,Deacon Bass,15-Dec-20,Production Technician I,Elizabeth Stewart,deacon.bass@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unknown,Production       ,Splicing,05-05-1979,Massachussets,Splicer,Female,10308,Black,Widowed,Fully Meets,3
1581,2008,Kaila Johnston,15-Jul-19,Production Technician I,Michelle Taylor,kaila.johnston@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Voluntary,Production       ,Field Operations,03-09-1941,Massachussets,Lineman,Female,67443,Asian,Widowed,Fully Meets,3
1582,2009,Cayden Maynard,17-Nov-21,Production Technician I,Alexander Parker,cayden.maynard@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unknown,Production       ,Project Management - Con,01-10-1997,Massachussets,Engineer,Female,9141,White,Widowed,Fully Meets,3
1583,2010,Araceli Mcguire,04-Feb-23,Production Technician I,Eric Vincent,araceli.mcguire@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Resignation,Production       ,Cable Television,07-03-1949,Massachussets,Laborer,Female,71663,Hispanic,Married,Fully Meets,3
1584,2011,Naomi Hardin,03-Jul-22,Production Technician I,Nichole Jordan,naomi.hardin@bilearner.com,EW,Active,Contract,Zone B,Temporary,Retirement,Production       ,Finance & Accounting,06-08-1994,Massachussets,Clerk,Female,91439,Asian,Married,Fully Meets,3
1585,2012,Darnell Eaton,24-Jan-20,Production Technician I,Jason Kennedy,darnell.eaton@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Production       ,General - Selling General and Administrative,06-06-1984,Massachussets,Vice President,Female,44651,White,Single,Fully Meets,3
1586,2013,Zariah Ritter,07-Jul-19,Production Technician I,Crystal Johnson,zariah.ritter@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Voluntary,Production       , General - Conference,08-04-1952,Massachussets,Foreman,Female,61363,Black,Widowed,Fully Meets,3
1587,2014,Malaki Richards,13-Mar-22,Production Technician II,Corey Roberts,malaki.richards@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Unknown,Production       ,Splicing,11-11-1984,Massachussets,Technician,Female,6175,Asian,Divorced,Fully Meets,3
1588,2015,Markus Robles,02-Jun-23,Production Technician II,Nicholas Torres,markus.robles@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unknown,Production       ,Engineers,05-03-1992,Massachussets,Engineer,Female,23634,White,Widowed,Fully Meets,3
1589,2016,Angela Kaufman,08-Apr-21,Production Technician II,Amy Durham,angela.kaufman@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unknown,Production       ,Field Operations,01-10-1958,Massachussets,Lineman,Female,66919,White,Widowed,Fully Meets,3
1590,2017,Shaniya Wolfe,02-Dec-19,Production Technician II,Miguel Brown,shaniya.wolfe@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Unknown,Production       ,Aerial,17-04-1971,Massachussets,Laborer,Female,10719,Black,Single,Fully Meets,3
1591,2018,Anya Morton,09-Mar-22,Production Technician II,Kimberly Roth,anya.morton@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Retirement,Production       ,Yard (Material Handling),27-01-1986,Massachussets,Runner,Female,86107,Asian,Divorced,Fully Meets,3
1592,2019,Emery Peck,26-Mar-22,Production Technician II,Danielle Little,emery.peck@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Unknown,Production       ,Field Operations,08-01-1977,Massachussets,Laborer,Female,65810,White,Widowed,Fully Meets,3
1593,2020,Angelique Mathis,08-May-21,Production Technician II,Allison Fox,angelique.mathis@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Involuntary,Production       ,Wireline Construction,14-02-1946,Massachussets,Billing,Female,47869,Black,Widowed,Fully Meets,3
1594,2021,Marlee Woods,29-Nov-22,Production Technician II,Christine Salas,marlee.woods@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Unknown,Production       ,Field Operations,11-12-1955,Massachussets,Foreman,Female,54120,Asian,Widowed,Fully Meets,3
1595,2022,Jocelyn Valentine,24-May-19,Production Technician II,Stephanie Bridges,jocelyn.valentine@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unknown,Production       ,Wireless,30-08-1941,Massachussets,Operator,Female,21322,White,Divorced,Fully Meets,3
1596,2023,Sophie Moran,29-Jan-22,Production Technician II,Sara Chapman,sophie.moran@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Retirement,Production       , General - Conference,04-08-1962,Massachussets,Foreman,Female,31287,Hispanic,Divorced,Fully Meets,3
1597,2024,Yair Snyder,06-Jul-21,Production Technician II,Troy Price,yair.snyder@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Retirement,Production       ,Field Operations,25-03-1991,Massachussets,Coordinator,Female,5063,Asian,Single,Fully Meets,3
1598,2025,Shamar Herman,29-Jan-21,Production Technician II,Jason Johnson,shamar.herman@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Resignation,Production       ,Field Operations,11-04-1975,Massachussets,Laborer,Female,90678,Asian,Single,Fully Meets,3
1599,2026,Ishaan Schaefer,13-May-23,Production Technician I,James White,ishaan.schaefer@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Resignation,Production       ,Field Operations,26-02-1970,Massachussets,Locator,Female,5306,Hispanic,Married,Fully Meets,3
1600,2027,Liam Figueroa,22-May-19,Production Technician I,Michael Ortiz,liam.figueroa@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unknown,Production       ,Fielders,04-08-1974,Massachussets,Engineer,Female,42458,Black,Single,Fully Meets,3
1601,2028,Linda Combs,30-Sep-21,Production Technician I,Paul Wilcox,linda.combs@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Retirement,Production       ,Field Operations,02-05-1981,Massachussets,Tower Hand,Female,77958,Hispanic,Widowed,Fully Meets,3
1602,2029,Marilyn Moss,09-Sep-19,Production Technician I,Alyssa Garrett,marilyn.moss@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Unknown,Production       ,General - Engineering,23-10-1943,Massachussets,Billing,Female,84191,Black,Single,Fully Meets,3
1603,2030,Yuliana Nelson,26-Apr-19,Production Technician I,Nicole Rodriguez,yuliana.nelson@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Resignation,Production       ,Wireline Construction,13-08-1982,Massachussets,Operator,Female,34988,Asian,Married,Fully Meets,3
1604,2031,August Wiley,19-Feb-22,Production Technician I,Mary Clark,august.wiley@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Involuntary,Production       ,Project Management - Con,16-06-1977,Massachussets,Manager,Male,8786,Asian,Married,Fully Meets,3
1605,2032,Lindsay Pennington,16-Apr-22,Production Technician I,Daniel Stafford,lindsay.pennington@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Retirement,Production       ,Field Operations,05-11-1996,Massachussets,Technician,Male,19087,Asian,Divorced,Fully Meets,3
1606,2033,Nico Villarreal,12-May-22,Production Technician I,Christopher White,nico.villarreal@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unknown,Production       , General - Conference,28-01-1991,Massachussets,Laborer,Female,47570,White,Divorced,Fully Meets,3
1607,2034,Jaliyah Conway,26-Aug-21,Production Technician I,Randall Hill,jaliyah.conway@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Voluntary,Production       ,Field Operations,19-01-1947,Massachussets,Driver,Female,95951,Asian,Married,Fully Meets,3
1608,2035,Raymond Gillespie,06-Jun-20,Production Technician I,Alicia Horton,raymond.gillespie@bilearner.com,CCDR,Active,Full-Time,Zone C,Full-Time,Retirement,Production       ,Aerial,14-03-2001,Massachussets,Lineman,Female,44292,Asian,Married,Fully Meets,3
1609,2036,Joey Montes,26-Jun-22,Production Technician I,Melinda Brown,joey.montes@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unknown,Production       ,Aerial,18-02-1942,Massachussets,Laborer,Female,1372,Asian,Single,Fully Meets,3
1610,2037,Ian Hester,09-Jan-21,Production Technician I,Keith Morrison,ian.hester@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Involuntary,Production       , General - Conference,27-08-1945,Massachussets,Clerk,Female,14973,White,Married,Fully Meets,3
1611,2038,Weston Rios,02-Sep-18,Production Technician I,Pamela Calderon,weston.rios@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unknown,Production       ,Splicing,04-05-2001,Massachussets,Foreman,Female,81445,Black,Married,Fully Meets,3
1612,2039,Carson Pennington,22-Apr-22,Production Technician I,Andrea Riley,carson.pennington@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unknown,Production       ,Field Operations,04-10-1957,Massachussets,Operator,Female,29345,White,Single,Fully Meets,3
1613,2040,Brynlee Crawford,05-Dec-21,Production Technician II,Eric Walton,brynlee.crawford@bilearner.com,NEL,Future Start,Contract,Zone B,Temporary,Involuntary,Production       , General - Conference,04-12-1949,Massachussets,Lineman,Female,33621,Other,Divorced,Fully Meets,3
1614,2041,Sanai Rose,13-Sep-22,Production Technician II,Tina Jenkins,sanai.rose@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unknown,Production       , General - Conference,18-04-1997,Massachussets,Laborer,Female,91981,Black,Single,Fully Meets,3
1615,2042,Luna Arroyo,24-Nov-19,Production Technician II,Logan Middleton,luna.arroyo@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unknown,Production       , General - Conference,29-02-1992,Massachussets,Technician,Female,79529,White,Married,Fully Meets,3
1616,2043,Lorelai Hale,19-Mar-20,Production Technician II,Michelle Coleman,lorelai.hale@bilearner.com,CCDR,Active,Contract,Zone C,Part-Time,Unknown,Production       ,Internet Service Provider,21-09-1967,Massachussets,Technician,Female,7492,White,Married,Fully Meets,3
1617,2044,Darrell Horne,14-Sep-22,Production Technician II,Christina Baldwin,darrell.horne@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unknown,Production       ,Wireline Construction,20-02-1992,Massachussets,Operator,Female,16589,Black,Married,Fully Meets,3
1618,2045,Itzel Nunez,21-Sep-21,Production Technician II,Ricky Reyes,itzel.nunez@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unknown,Production       ,Fielders,19-11-1976,Massachussets,Engineer,Female,39813,Other,Divorced,Fully Meets,3
1619,2046,Serena Lutz,22-May-20,Production Technician II,Rachel Nicholson,serena.lutz@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Unknown,Production       ,Project Management - Con,26-10-1948,Massachussets,Manager,Female,31663,Asian,Widowed,Fully Meets,3
1620,2047,Gwendolyn Gray,13-Dec-22,Production Technician II,Jacob Smith,gwendolyn.gray@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Unknown,Production       ,Aerial,23-08-1966,Massachussets,Laborer,Female,26502,White,Single,Fully Meets,3
1621,2048,Khalil Lee,07-Feb-22,Production Technician II,Adam Bates,khalil.lee@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Unknown,Production       ,Aerial,06-04-1995,Massachussets,Laborer,Female,4321,Asian,Married,Fully Meets,3
1622,2049,Corinne Navarro,06-Oct-20,Production Technician II,Thomas Richard,corinne.navarro@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unknown,Production       ,Field Operations,07-05-1942,Massachussets,Laborer,Female,93573,Asian,Widowed,Fully Meets,3
1623,2050,Meadow Atkins,11-Jan-22,Production Technician II,Lisa Smith,meadow.atkins@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Production       ,Wireless,03-02-1953,Massachussets,Safety,Female,17084,White,Widowed,Fully Meets,3
1624,2051,Jaden Charles,26-Feb-22,Production Technician I,Desiree Jennings,jaden.charles@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Unknown,Production       ,Field Operations,13-04-1999,Massachussets,Laborer,Female,18433,Black,Single,Fully Meets,3
1625,2052,Blaine Contreras,10-Jun-20,Production Technician I,Dr. Donald Henry,blaine.contreras@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Involuntary,Production       ,Field Operations,12-05-1956,Massachussets,Laborer,Female,61020,Hispanic,Married,Fully Meets,3
1626,2053,Kolten Kim,27-Sep-21,Production Technician I,Curtis Gonzales,kolten.kim@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Unknown,Production       ,Engineers,09-02-1989,Massachussets,Engineer,Female,34501,White,Divorced,Fully Meets,3
1627,2054,Erika Mata,25-Oct-18,Production Technician I,Shawn Acosta,erika.mata@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Voluntary,Production       ,Project Management - Con,30-12-1993,Massachussets,Coordinator,Female,41617,Black,Married,Fully Meets,3
1628,2055,Beau Olsen,25-Nov-20,Production Technician I,Jamie Hernandez,beau.olsen@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unknown,Production       ,Engineers,19-07-1989,Massachussets,Executive,Female,70318,White,Divorced,Fully Meets,3
1629,2056,Kelly Ellis,17-Apr-20,Production Technician I,Abigail Cooper,kelly.ellis@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Voluntary,Production       ,Field Operations,25-07-1957,Massachussets,Laborer,Female,69455,White,Divorced,Fully Meets,3
1630,2057,Nikhil Rivas,15-Apr-21,Production Technician I,Amanda Jones,nikhil.rivas@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Unknown,Production       ,Field Operations,14-12-1964,Massachussets,Laborer,Male,28907,Hispanic,Married,Fully Meets,3
1631,2058,Brady Boyd,17-Apr-22,Production Technician I,Stephanie Morales,brady.boyd@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Resignation,Production       ,Field Operations,13-01-1984,Massachussets,Laborer,Male,9125,White,Divorced,Fully Meets,3
1632,2059,Alfred Manning,29-Jul-23,Production Technician I,Sally Owens,alfred.manning@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone C,Temporary,Retirement,Production       , General - Conference,27-07-1987,Massachussets,Laborer,Female,7499,White,Married,Fully Meets,3
1633,2060,Angelina Russell,26-Jan-23,Production Technician I,David Perkins,angelina.russell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unknown,Production       ,Field Operations,18-09-1942,Massachussets,Tower Hand,Female,96077,Asian,Divorced,Fully Meets,3
1634,2061,King Garrison,12-Dec-18,Production Technician I,Natasha Dennis,king.garrison@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unknown,Production       ,Engineers,06-08-1946,Massachussets,Field Project Manager,Female,55355,Other,Married,Fully Meets,3
1635,2062,Kale Middleton,25-Oct-18,Production Technician I,Regina Roberts,kale.middleton@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Unknown,Production       ,Project Management - Con,18-07-1950,Massachussets,Laborer,Female,35346,Hispanic,Single,Fully Meets,3
1636,2063,Kailyn Montgomery,20-May-21,Production Technician I,Raymond Johnson,kailyn.montgomery@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unknown,Production       ,Aerial,26-03-1944,Massachussets,Groundman,Female,72585,Hispanic,Married,Fully Meets,3
1637,2064,Philip Cobb,28-Aug-20,Production Technician I,Nicholas Freeman,philip.cobb@bilearner.com,MSC,Active,Part-Time,Zone C,Full-Time,Resignation,Production       ,Finance & Accounting,10-05-1964,Massachussets,Executive,Female,32823,White,Single,Fully Meets,3
1638,2065,Bria Spence,10-May-20,Production Technician II,Yesenia Sandoval,bria.spence@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Unknown,Production       ,Field Operations,29-02-1972,Massachussets,Laborer,Female,18169,Other,Single,Fully Meets,3
1639,2066,Ellie Holder,04-Aug-23,Production Technician II,Lisa Bryant,ellie.holder@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Voluntary,Production       ,Project Management - Con,25-05-1989,Massachussets,Manager,Female,71853,Asian,Single,Fully Meets,3
1640,2067,Denzel Clark,22-Apr-22,Production Technician II,Ariana Campbell MD,denzel.clark@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unknown,Production       ,Engineers,20-10-1949,Massachussets,Project Manager,Female,97487,White,Divorced,Fully Meets,3
1641,2068,Sidney Lewis,05-Jun-21,Production Technician II,William Mccall DDS,sidney.lewis@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Unknown,Production       ,Field Operations,07-09-1962,Massachussets,Laborer,Female,53645,White,Divorced,Fully Meets,3
1642,2069,Simon Rivers,29-Jun-22,Production Technician II,William Wagner,simon.rivers@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unknown,Production       ,Wireline Construction,25-12-1991,Massachussets,Manager,Female,43569,Other,Widowed,Fully Meets,3
1643,2070,Branson Schneider,02-Jul-22,Production Technician II,David Collins,branson.schneider@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Unknown,Production       ,Field Operations,20-02-1969,Massachussets,Operator,Female,38800,White,Divorced,Fully Meets,3
1644,2071,Maren Whitehead,04-Jan-23,Production Technician II,Jessica Matthews,maren.whitehead@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unknown,Production       ,Wireline Construction,14-05-1977,Massachussets,Laborer,Female,72287,White,Widowed,Fully Meets,3
1645,2072,Gilbert Hensley,08-Jul-23,Production Technician II,William Walters,gilbert.hensley@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Unknown,Production       ,Project Management - Con,07-09-1980,Massachussets,Engineer,Female,37599,White,Single,Fully Meets,3
1646,2073,Armani Barker,03-Mar-23,Production Technician II,Daniel Lee,armani.barker@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Involuntary,Production       ,Field Operations,18-07-1956,Massachussets,Manager,Female,52861,Hispanic,Single,Fully Meets,3
1647,2074,Tamia Byrd,19-Aug-19,Production Technician II,Michelle Williams,tamia.byrd@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Unknown,Production       ,Field Operations,25-11-1967,Massachussets,Supervisor,Female,11079,Hispanic,Widowed,Fully Meets,3
1648,2075,Oliver Richardson,30-Oct-18,Production Technician I,Vicki Ortega,oliver.richardson@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Unknown,Production       ,Project Management - Con,13-10-1976,Massachussets,Manager,Female,88221,Other,Married,Fully Meets,3
1649,2076,Nathalia Larson,07-Dec-21,Production Technician I,David Simpson,nathalia.larson@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Voluntary,Production       ,Field Operations,27-07-1943,Massachussets,Project Manager,Female,83667,Black,Divorced,Fully Meets,3
1650,2077,Laurel Chan,18-Nov-20,Production Technician I,Christina Serrano,laurel.chan@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Resignation,Production       , General - Conference,25-12-1943,Massachussets,Foreman,Female,50403,Asian,Married,Fully Meets,3
1651,2078,Alejandra Barnes,26-Sep-18,Production Technician I,Yolanda Sanders,alejandra.barnes@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Production       ,Field Operations,26-10-1986,Massachussets,Laborer,Female,50499,White,Single,Fully Meets,3
1652,2079,Emilio Daniel,19-Jun-22,Production Technician I,Michael Potts,emilio.daniel@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Unknown,Production       , General - Conference,12-06-1956,Massachussets,Flagger,Female,60487,White,Married,Fully Meets,3
1653,2080,Ellie Robbins,15-Sep-22,Production Technician I,Alexander Martin,ellie.robbins@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Involuntary,Production       ,Cable Television,03-11-1960,Massachussets,Supervisor,Female,34104,Other,Married,Fully Meets,3
1654,2081,Vicente Hansen,09-May-20,Production Technician I,Kaylee Gross,vicente.hansen@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Unknown,Production       ,Engineers,08-06-1988,Massachussets,Supervisor,Female,84354,Asian,Married,Fully Meets,3
1655,2082,Jordan Kemp,17-Feb-21,Production Technician I,Antonio Hayes,jordan.kemp@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unknown,Production       ,Field Operations,08-01-1961,Massachussets,Laborer,Male,53786,Black,Single,Fully Meets,3
1656,2083,Edith Richard,12-Apr-20,Production Technician I,Barbara Mendez,edith.richard@bilearner.com,EW,Active,Contract,Zone C,Temporary,Unknown,Production       ,Engineers,16-05-1981,Massachussets,Technician,Female,92893,Hispanic,Divorced,Fully Meets,3
1657,2084,Dustin Snow,30-Mar-21,Production Technician I,Steven Phelps,dustin.snow@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unknown,Production       ,Sales & Marketing,06-02-1971,Massachussets,Assistant,Female,77142,Hispanic,Divorced,Fully Meets,3
1658,2085,Layton Goodwin,05-May-19,Production Technician I,Dana Parker,layton.goodwin@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Voluntary,Production       ,Engineers,12-07-1999,Massachussets,Engineer,Female,8666,Asian,Married,Fully Meets,3
1659,2086,Eliza Munoz,31-May-21,Production Technician I,Steven Short,eliza.munoz@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Retirement,Production       , General - Conference,14-11-1978,Massachussets,Laborer,Female,26272,Asian,Divorced,Fully Meets,3
1660,2087,Arianna Durham,21-Nov-19,Production Technician I,Drew Hawkins,arianna.durham@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Involuntary,Production       ,Field Operations,19-12-1959,Massachussets,Laborer,Female,11105,Black,Widowed,Fully Meets,3
1661,2088,Lia Orr,19-Jul-19,Production Technician I,Wendy Adams,lia.orr@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Unknown,Production       ,Yard (Material Handling),27-05-1960,Massachussets,Coordinator,Female,37040,White,Divorced,Fully Meets,3
1662,2089,Ethan Rhodes,29-Dec-18,Production Technician I,Zachary Hanson,ethan.rhodes@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Voluntary,Production       ,Technology,04-06-1966,Massachussets,Director,Female,93414,White,Married,Fully Meets,3
1663,2090,Alexis Nielsen,12-Jan-23,Production Technician II,Michelle Dickerson,alexis.nielsen@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unknown,Production       ,General - Selling General and Administrative,30-10-1942,Massachussets,Assistant,Female,33206,Asian,Divorced,Fully Meets,3
1664,2091,Adalyn Bass,25-Nov-22,Production Technician II,Christopher Wallace,adalyn.bass@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Unknown,Production       ,Field Operations,14-03-1999,Massachussets,Locator,Female,72118,Black,Single,Fully Meets,3
1665,2092,Hadley Benson,13-Nov-19,Production Technician II,Sean Jones,hadley.benson@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unknown,Production       ,Field Operations,09-09-1987,Massachussets,Laborer,Female,36134,Asian,Widowed,Fully Meets,3
1666,2093,Carlee Lang,08-Sep-20,Production Technician II,Harold Mccullough,carlee.lang@bilearner.com,PL,Active,Contract,Zone A,Temporary,Resignation,Production       , General - Conference,06-05-1948,Massachussets,Technician,Female,18116,Hispanic,Married,Fully Meets,3
1667,2094,Eli Flores,16-Jun-19,Production Technician II,Andrew Norton,eli.flores@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Involuntary,Production       ,Field Operations,12-01-1964,Massachussets,Groundman,Female,67210,Black,Married,Fully Meets,3
1668,2095,Lyric Solomon,14-Jul-23,Production Technician II,Allen Mckinney,lyric.solomon@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Retirement,Production       ,Project Management - Con,19-10-1997,Massachussets,Manager,Female,60616,Other,Divorced,Fully Meets,3
1669,2096,Jerome Howard,18-Jul-23,Production Technician II,Stephen Knight,jerome.howard@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Unknown,Production       ,Field Operations,17-07-1985,Massachussets,Construction Manager,Female,17358,Black,Single,Fully Meets,3
1670,2097,Parker Fritz,06-Dec-18,Production Technician II,Kenneth Mathews,parker.fritz@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Retirement,Production       ,Aerial,25-02-1964,Massachussets,Lineman,Female,29605,Black,Widowed,PIP,2
1671,2098,Phillip Fuentes,15-Jul-20,Production Technician II,Robert Mercado,phillip.fuentes@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Unknown,Production       ,Cable Television,19-05-1950,Massachussets,Laborer,Female,51886,Other,Divorced,PIP,5
1672,2099,Drake Wiggins,30-Oct-18,Production Technician I,Victor Graves DVM,drake.wiggins@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Unknown,Production       ,General - Selling General and Administrative,29-03-1969,Massachussets,Vice President,Female,66261,Hispanic,Widowed,PIP,4
1673,2100,Lucy Santos,13-Sep-22,Production Technician I,Tracey Jackson,lucy.santos@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Unknown,Production       ,Aerial,24-11-1944,Massachussets,Coordinator,Female,26880,Other,Divorced,Exceeds,4
1674,2101,Justice Curry,28-Dec-22,Production Technician I,Sarah Carter,justice.curry@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Involuntary,Production       ,Fielders,13-12-1964,Massachussets,Engineer,Female,35098,Hispanic,Married,PIP,5
1675,2102,Valeria Zavala,24-Mar-23,Production Technician I,Jose Harris,valeria.zavala@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Unknown,Production       ,Field Operations,23-01-1966,Massachussets,Driller,Female,90728,Asian,Single,Exceeds,2
1676,2103,Nola Sellers,02-Oct-20,Production Technician I,Stephen Lester,nola.sellers@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Unknown,Production       ,Field Operations,25-12-1986,Massachussets,Construction Manager,Female,49149,Asian,Widowed,Exceeds,5
1677,2104,Andre Fields,14-Sep-20,Production Technician I,Ana Trujillo,andre.fields@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unknown,Production       ,Field Operations,19-08-1949,Massachussets,Laborer,Female,73771,Hispanic,Widowed,Exceeds,2
1678,2105,Joel Hanson,19-Jan-20,Production Technician I,Jennifer Campbell,joel.hanson@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Unknown,Production       ,General - Selling General and Administrative,27-01-1960,Massachussets,Supervisor,Female,92541,Hispanic,Single,Needs Improvement,4
1679,2106,Tony Mendoza,14-Apr-19,Production Technician I,Timothy Walters,tony.mendoza@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Resignation,Production       ,Wireline Construction,14-11-1962,Massachussets,Foreman,Male,47601,White,Widowed,Exceeds,2
